Number ID,City,Suburb,Sales Q1 2022,Median Q1 2022,Sales Q2 2022,Median Q2 2022,Sales Q3 2022,Median Q3 2022,Sales Q4 2022,Median Q4 2022,2022 Sales
125,GAWLER,REID,1.0,450000.0,0.0,0.0,0.0,0.0,1.0,510000.0,2.0
127,GAWLER,WILLASTON,22.0,441000.0,21.0,418500.0,18.0,457500.0,18.0,442500.0,79.0
128,HOLDFAST BAY,BRIGHTON,11.0,1185000.0,14.0,1067500.0,10.0,1095000.0,4.0,1370000.0,39.0
129,HOLDFAST BAY,GLENELG,3.0,2510000.0,3.0,1776000.0,2.0,1124000.0,3.0,1810000.0,11.0
130,HOLDFAST BAY,GLENELG EAST,9.0,1043500.0,10.0,1210000.0,8.0,1315000.0,9.0,1700000.0,36.0
131,HOLDFAST BAY,GLENELG NORTH,25.0,990000.0,17.0,1100000.0,15.0,920000.0,14.0,877500.0,71.0
132,HOLDFAST BAY,GLENELG SOUTH,3.0,1675000.0,4.0,1656250.0,1.0,3220000.0,4.0,1875000.0,12.0
133,HOLDFAST BAY,HOVE,3.0,1011000.0,6.0,725000.0,10.0,1310000.0,5.0,1680000.0,24.0
134,HOLDFAST BAY,KINGSTON PARK,2.0,1207500.0,1.0,1615000.0,3.0,1357500.0,2.0,831000.0,8.0
135,HOLDFAST BAY,NORTH BRIGHTON,13.0,1055000.0,4.0,1555000.0,11.0,950000.0,3.0,1260555.0,31.0
136,HOLDFAST BAY,SEACLIFF,11.0,1200000.0,4.0,1386500.0,5.0,1178500.0,3.0,1085000.0,23.0
137,HOLDFAST BAY,SEACLIFF PARK,16.0,862000.0,14.0,900000.0,14.0,820000.0,12.0,835000.0,56.0
138,HOLDFAST BAY,SOMERTON PARK,19.0,1200000.0,19.0,1675000.0,21.0,1332000.0,22.0,1112500.0,81.0
139,HOLDFAST BAY,SOUTH BRIGHTON,9.0,890000.0,20.0,820000.0,11.0,830000.0,8.0,1250000.0,48.0
140,MARION,ASCOT PARK,4.0,538750.0,10.0,706500.0,20.0,695500.0,5.0,750000.0,39.0
141,MARION,BEDFORD PARK,8.0,670000.0,3.0,784000.0,3.0,780000.0,5.0,725000.0,19.0
142,MARION,CLOVELLY PARK,11.0,755000.0,5.0,700000.0,11.0,760000.0,5.0,715000.0,32.0
143,MARION,DARLINGTON,7.0,663000.0,2.0,717500.0,4.0,630000.0,2.0,764750.0,15.0
144,MARION,DOVER GARDENS,9.0,722000.0,20.0,721500.0,24.0,631000.0,12.0,735000.0,65.0
145,MARION,EDWARDSTOWN,15.0,820000.0,9.0,858000.0,15.0,725000.0,12.0,735000.0,51.0
146,MARION,GLANDORE,12.0,930000.0,7.0,1100000.0,6.0,988500.0,7.0,985000.0,32.0
147,MARION,GLENGOWRIE,12.0,955000.0,16.0,996000.0,16.0,968880.0,14.0,1079500.0,58.0
148,MARION,HALLETT COVE,61.0,690000.0,63.0,726000.0,41.0,700000.0,50.0,715000.0,215.0
150,MARION,MARINO,13.0,1175000.0,9.0,990000.0,7.0,1009000.0,8.0,1130000.0,37.0
151,MARION,MARION,7.0,815000.0,11.0,820000.0,12.0,762500.0,10.0,747747.0,40.0
152,MARION,MITCHELL PARK,12.0,636500.0,15.0,675000.0,14.0,665000.0,19.0,693000.0,60.0
153,MARION,MORPHETTVILLE,7.0,730000.0,6.0,713500.0,6.0,633500.0,8.0,604800.0,27.0
154,MARION,OAKLANDS PARK,6.0,804000.0,11.0,697490.0,6.0,727500.0,8.0,660000.0,31.0
155,MARION,O'HALLORAN HILL,16.0,564000.0,10.0,665000.0,12.0,636000.0,13.0,622500.0,51.0
156,MARION,PARK HOLME,8.0,695000.0,10.0,801500.0,9.0,764000.0,8.0,700000.0,35.0
157,MARION,PLYMPTON PARK,9.0,802000.0,11.0,877500.0,11.0,735000.0,9.0,770000.0,40.0
158,MARION,SEACLIFF PARK,16.0,862000.0,14.0,900000.0,14.0,820000.0,0.0,0.0,44.0
159,MARION,SEACOMBE GARDENS,5.0,655000.0,9.0,705000.0,8.0,577500.0,9.0,672500.0,31.0
160,MARION,SEACOMBE HEIGHTS,6.0,915000.0,8.0,735000.0,6.0,750000.0,5.0,761500.0,25.0
161,MARION,SEAVIEW DOWNS,9.0,809000.0,11.0,888000.0,12.0,730000.0,4.0,918625.0,36.0
162,MARION,SHEIDOW PARK,37.0,691000.0,23.0,700000.0,26.0,725000.0,19.0,742000.0,105.0
163,MARION,SOUTH PLYMPTON,10.0,804500.0,14.0,831000.0,19.0,850000.0,14.0,820000.0,57.0
164,MARION,STURT,7.0,610000.0,12.0,626200.0,14.0,634000.0,8.0,714000.0,41.0
165,MARION,TONSLEY,3.0,520000.0,2.0,567500.0,3.0,650000.0,4.0,636000.0,12.0
166,MARION,TROTT PARK,19.0,600000.0,18.0,630000.0,14.0,587500.0,6.0,610000.0,57.0
167,MARION,WARRADALE,29.0,875000.0,20.0,867000.0,16.0,890000.0,14.0,885000.0,79.0
168,MITCHAM,BEDFORD PARK,8.0,670000.0,3.0,784000.0,3.0,780000.0,0.0,0.0,14.0
169,MITCHAM,BELAIR,16.0,1072500.0,18.0,975000.0,7.0,816000.0,0.0,0.0,41.0
170,MITCHAM,BELLEVUE HEIGHTS,7.0,775000.0,5.0,810000.0,14.0,837500.0,6.0,842500.0,32.0
171,MITCHAM,BLACKWOOD,18.0,800500.0,19.0,827250.0,16.0,847000.0,17.0,900000.0,70.0
173,MITCHAM,CLAPHAM,7.0,860000.0,5.0,1058000.0,6.0,955000.0,8.0,880000.0,26.0
174,MITCHAM,CLARENCE GARDENS,9.0,1250000.0,9.0,1140000.0,4.0,1110000.0,9.0,950000.0,31.0
175,MITCHAM,COLONEL LIGHT GARDENS,9.0,1126000.0,7.0,1525000.0,7.0,1075000.0,7.0,1142600.0,30.0
176,MITCHAM,COROMANDEL VALLEY,19.0,759000.0,13.0,733500.0,10.0,750000.0,16.0,825000.0,58.0
177,MITCHAM,CRAFERS WEST,4.0,725000.0,4.0,845500.0,2.0,1243000.0,0.0,0.0,10.0
178,MITCHAM,CRAIGBURN FARM,16.0,1150000.0,15.0,1157500.0,9.0,1002500.0,10.0,1157500.0,50.0
179,MITCHAM,CUMBERLAND PARK,4.0,1545000.0,6.0,1255000.0,1.0,1050000.0,7.0,940000.0,18.0
180,MITCHAM,DAW PARK,6.0,882500.0,9.0,827500.0,6.0,855000.0,9.0,821500.0,30.0
181,MITCHAM,EDEN HILLS,17.0,720000.0,10.0,851000.0,7.0,940000.0,8.0,740000.0,42.0
182,MITCHAM,GLENALTA,10.0,896500.0,11.0,818000.0,12.0,758600.0,9.0,877500.0,42.0
183,MITCHAM,HAWTHORN,8.0,1750000.0,9.0,1897500.0,6.0,1785000.0,7.0,1362500.0,30.0
184,MITCHAM,HAWTHORNDENE,15.0,770000.0,9.0,806500.0,10.0,805150.0,12.0,829000.0,46.0
185,MITCHAM,KINGSWOOD,5.0,1450000.0,6.0,1652000.0,5.0,2425000.0,9.0,2300000.0,25.0
187,MITCHAM,LOWER MITCHAM,9.0,1185000.0,4.0,1050000.0,9.0,1100000.0,7.0,1330000.0,29.0
188,MITCHAM,LYNTON,2.0,1117500.0,1.0,1380000.0,1.0,1300000.0,3.0,1315000.0,7.0
189,MITCHAM,MELROSE PARK,7.0,876000.0,5.0,902500.0,7.0,865000.0,8.0,850000.0,27.0
190,MITCHAM,MITCHAM,3.0,2290000.0,5.0,1480000.0,5.0,1525000.0,4.0,1355000.0,17.0
191,MITCHAM,NETHERBY,4.0,1600000.0,2.0,880000.0,2.0,1935500.0,10.0,1411000.0,18.0
192,MITCHAM,PANORAMA,15.0,890500.0,9.0,891000.0,5.0,855000.0,7.0,875000.0,36.0
193,MITCHAM,PASADENA,13.0,783500.0,11.0,891250.0,9.0,860000.0,5.0,855000.0,38.0
194,MITCHAM,SPRINGFIELD,1.0,1650000.0,0.0,0.0,1.0,2500000.0,0.0,0.0,2.0
195,MITCHAM,ST MARYS,6.0,687500.0,14.0,792500.0,7.0,725000.0,11.0,745000.0,38.0
196,MITCHAM,TORRENS PARK,5.0,2206000.0,12.0,1370000.0,13.0,1264000.0,8.0,1193000.0,38.0
197,MITCHAM,UPPER STURT,0.0,0.0,3.0,875000.0,2.0,885000.0,0.0,0.0,5.0
198,MITCHAM,URRBRAE,3.0,1300000.0,7.0,1630000.0,1.0,1350000.0,2.0,1565000.0,13.0
199,MITCHAM,WESTBOURNE PARK,4.0,1375000.0,10.0,1380000.0,4.0,1321000.0,7.0,1358000.0,25.0
200,NORWOOD PAYNEHAM & ST PETERS,COLLEGE PARK,1.0,1483000.0,0.0,0.0,1.0,5950000.0,0.0,0.0,2.0
201,NORWOOD PAYNEHAM & ST PETERS,EVANDALE,5.0,1200000.0,3.0,1415000.0,4.0,1185000.0,7.0,1170000.0,19.0
202,NORWOOD PAYNEHAM & ST PETERS,FELIXSTOW,17.0,875000.0,12.0,798500.0,8.0,915000.0,6.0,1105000.0,43.0
203,NORWOOD PAYNEHAM & ST PETERS,FIRLE,6.0,935750.0,5.0,1120000.0,5.0,1112500.0,5.0,999000.0,21.0
204,NORWOOD PAYNEHAM & ST PETERS,GLYNDE,3.0,1030000.0,5.0,880000.0,5.0,892000.0,3.0,884000.0,16.0
205,NORWOOD PAYNEHAM & ST PETERS,HACKNEY,0.0,0.0,1.0,1250000.0,0.0,0.0,0.0,0.0,1.0
206,NORWOOD PAYNEHAM & ST PETERS,HEATHPOOL,4.0,1380000.0,3.0,1950111.0,0.0,0.0,0.0,0.0,7.0
207,NORWOOD PAYNEHAM & ST PETERS,JOSLIN,2.0,1755000.0,4.0,1650500.0,2.0,2145000.0,4.0,1376500.0,12.0
208,NORWOOD PAYNEHAM & ST PETERS,KENSINGTON,4.0,950900.0,1.0,1290000.0,3.0,2374500.0,1.0,765000.0,9.0
209,NORWOOD PAYNEHAM & ST PETERS,KENT TOWN,0.0,0.0,2.0,1720000.0,1.0,0.0,0.0,0.0,3.0
210,NORWOOD PAYNEHAM & ST PETERS,MARDEN,2.0,758592.0,7.0,1020000.0,11.0,995000.0,4.0,1512500.0,24.0
211,NORWOOD PAYNEHAM & ST PETERS,MARRYATVILLE,2.0,1185250.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
212,NORWOOD PAYNEHAM & ST PETERS,MAYLANDS,3.0,1620000.0,6.0,1357500.0,4.0,1368000.0,4.0,1650000.0,17.0
213,NORWOOD PAYNEHAM & ST PETERS,NORWOOD,12.0,1700000.0,19.0,1406000.0,10.0,1525000.0,18.0,1250000.0,59.0
214,NORWOOD PAYNEHAM & ST PETERS,PAYNEHAM,4.0,1017500.0,3.0,1047500.0,5.0,1175000.0,6.0,1045000.0,18.0
215,NORWOOD PAYNEHAM & ST PETERS,PAYNEHAM SOUTH,0.0,0.0,1.0,1351000.0,2.0,830000.0,4.0,1031000.0,7.0
216,NORWOOD PAYNEHAM & ST PETERS,ROYSTON PARK,4.0,1562500.0,8.0,1745000.0,8.0,1680000.0,3.0,1580000.0,23.0
217,NORWOOD PAYNEHAM & ST PETERS,ST MORRIS,1.0,930000.0,1.0,1750000.0,4.0,957000.0,5.0,982000.0,11.0
218,NORWOOD PAYNEHAM & ST PETERS,ST PETERS,10.0,1800000.0,3.0,2360000.0,9.0,1820000.0,4.0,1817000.0,26.0
219,NORWOOD PAYNEHAM & ST PETERS,STEPNEY,0.0,0.0,2.0,1025000.0,3.0,1600000.0,1.0,1100000.0,6.0
220,NORWOOD PAYNEHAM & ST PETERS,TRINITY GARDENS,5.0,1360000.0,4.0,2075000.0,2.0,1710000.0,3.0,1700000.0,14.0
221,ONKAPARINGA,ABERFOYLE PARK,46.0,610000.0,51.0,623250.0,41.0,667500.0,42.0,672000.0,180.0
222,ONKAPARINGA,ALDINGA,4.0,545000.0,4.0,472500.0,0.0,0.0,0.0,0.0,8.0
223,ONKAPARINGA,ALDINGA BEACH,69.0,548000.0,60.0,579250.0,46.0,567500.0,66.0,591000.0,241.0
225,ONKAPARINGA,CHANDLERS HILL,5.0,750000.0,1.0,1640000.0,0.0,0.0,3.0,727000.0,9.0
227,ONKAPARINGA,CHRISTIE DOWNS,15.0,438660.0,30.0,452500.0,24.0,470000.0,18.0,481500.0,87.0
228,ONKAPARINGA,CHRISTIES BEACH,26.0,535000.0,43.0,570000.0,35.0,581000.0,29.0,552500.0,133.0
229,ONKAPARINGA,CLARENDON,1.0,930000.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
231,ONKAPARINGA,COROMANDEL VALLEY,19.0,759000.0,13.0,733500.0,10.0,750000.0,0.0,0.0,42.0
232,ONKAPARINGA,CRAIGBURN FARM,16.0,1150000.0,15.0,1157500.0,9.0,1002500.0,0.0,0.0,40.0
233,ONKAPARINGA,DARLINGTON,7.0,663000.0,2.0,717500.0,4.0,630000.0,0.0,0.0,13.0
235,ONKAPARINGA,FLAGSTAFF HILL,43.0,720000.0,35.0,790000.0,44.0,775000.0,35.0,785000.0,157.0
236,ONKAPARINGA,HACKHAM,19.0,450000.0,24.0,440500.0,31.0,485000.0,20.0,485000.0,94.0
237,ONKAPARINGA,HACKHAM WEST,18.0,430000.0,18.0,447500.0,20.0,425000.0,12.0,461500.0,68.0
238,ONKAPARINGA,HALLETT COVE,61.0,690000.0,63.0,726000.0,41.0,700000.0,0.0,0.0,165.0
239,ONKAPARINGA,HAPPY VALLEY,45.0,620000.0,40.0,582500.0,51.0,615000.0,45.0,655500.0,181.0
240,ONKAPARINGA,HUNTFIELD HEIGHTS,13.0,477500.0,22.0,487000.0,13.0,492000.0,13.0,496000.0,61.0
244,ONKAPARINGA,MASLIN BEACH,6.0,475000.0,9.0,738000.0,10.0,630000.0,8.0,665000.0,33.0
245,ONKAPARINGA,MCLAREN FLAT,5.0,719625.0,7.0,877000.0,2.0,1212000.0,3.0,663000.0,17.0
246,ONKAPARINGA,MCLAREN VALE,14.0,668000.0,16.0,717500.0,12.0,680000.0,12.0,767500.0,54.0
247,ONKAPARINGA,MOANA,17.0,735000.0,15.0,700000.0,27.0,691500.0,12.0,657500.0,71.0
248,ONKAPARINGA,MORPHETT VALE,103.0,460000.0,105.0,533000.0,129.0,516500.0,122.0,513500.0,459.0
249,ONKAPARINGA,NOARLUNGA CENTRE,0.0,0.0,2.0,445000.0,2.0,417500.0,0.0,0.0,4.0
